code,city,state,country,comments,junk,oid
st-lambert.fr,St.Lambert,NULL,France,,20021227.170444,2517
abepa,Allentown,PA,USA,,20021227.170444,2518
alkmaar.nld,Alkmaar,NULL,Netherlands,,20021227.170444,2519
atnga,Atlanta,GA,USA,,20021227.170444,2520
mspt,Minneapolis,MN,USA,t is part of t3,20021227.170444,2521
buh.ro,Bucharest,NULL,Romania,,20021227.170444,2522
state.id,*,ID,USA,,NULL,2523
pop.ri,*,RI,USA,,NULL,2524
se.geant,*,NULL,Sweden,,NULL,2525
rdc.mi,*,MI,USA,,NULL,2526
state.tx,*,TX,USA,,NULL,2527
ch.geant,*,NULL,Switzerland,,NULL,2528
rdc.az,*,AZ,USA,,NULL,2529
state.nh,*,NH,USA,,NULL,2530
rdc.tn,*,TN,USA,,NULL,2531
at.geant,*,NULL,Austria,,NULL,2532
reunion.fr,*,NULL,Reunion,,NULL,2533
nc.us,*,NC,USA,,20021225.143358,2534
us.nordu,*,*,USA,star in state field is kludge -- usplaces nonidentical to worldplaces,20021225.143358,2535
rdc.nj,*,NJ,USA,,20021225.143358,2536
rdc.fl,*,FL,USA,,20021225.143358,2537
rdc.tx,*,TX,USA,,20021225.143358,2538
customer.no,*,NULL,Norway,,20021225.143358,2539
state.nd,*,ND,USA,,20021225.143358,2540
fi.nordu,*,NULL,Finland,,20021225.143358,2541
il.geant,*,NULL,Israel,,20021225.164639,2542
rdc.pa,*,PA,USA,,20021225.164639,2543
si.geant,*,NULL,Slovenia,,20021225.164639,2544
rdc.nc,*,NC,USA,NULL,20021225.164639,2545
state.ia,*,IA,USA,,20021225.164639,2546
pl.geant,*,NULL,Poland,,20021225.164639,2547
brunet.bn,*,NULL,Brunei,NULL,NULL,2548
hr.geant,*,NULL,Croatia,,20021227.170444,2549
state.ga,*,GA,USA,,20021227.170444,2550
gr.geant,*,NULL,Greece,,20021227.170444,2551
dk.nordu,*,NULL,Denmark,,20021227.170444,2552
nl.geant,*,NULL,Netherlands,,20021227.170444,2553
be.geant,*,NULL,Belgium,,20021227.170444,2554
bru.br,Sao Paulo,NULL,Brazil,from Fabio-- Baura is locality in Sao Paulo,NULL,2555
muenchen.de,Munich,NULL,Germany,NULL,20021226.001320,2556
seolko,Seoul,NULL,South Korea,NULL,20021226.001320,2557
spb.ru,St. Petersburg,NULL,Russia,NULL,NULL,2558
feld.at,Feldkirch,NULL,Austria,courtesy Alexander Waller <a.waller@webpoint.at>,NULL,2559
bngh,Binghamton,NY,USA,trapped between NYC and Rochester,20021229.163814,2560
parispat,Paris,NULL,France,,20021229.163814,2561
mmrnny,Mamaroneck,NY,USA,courtesy Al Bonnyman,20021229.163814,2562
lenior.nc,Lenoir,NC,USA,courtesy Al Bonnyman is a misspelling,20021229.163814,2563
sgldtx,Sugar Land,TX,USA,courtesy Al Bonnyman,20021229.163814,2564
mdd.fr,Madrid,NULL,Spain,KPNQwest special fr doesnt mean France,20021229.163814,2565
elictc.md,Ellicott,MD,USA,,20021229.163814,2566
bue,Buenos Aires,NULL,Argentina,,20021229.163814,2567
rcmdva,Richmond,VA,USA,,20021229.163814,2568
kansas.mo,Kansas City,MO,USA,,20021229.163814,2569
phnyaz,Phoenix,AZ,USA,,20021229.163814,2570
london.eu,London,NULL,United Kingdom,,20021229.163814,2571
chf-il,Chicago,IL,USA,,20021229.163814,2572
ub.mng,Ulaanbaatar,NULL,Mongolia,,20021229.163814,2573
oso,Oslo,NULL,Norway,,20021229.163814,2574
ffmgw,Frankfurt,NULL,Germany,,20021229.163814,2575
edinburgh.uk,Edinburgh,NULL,Scotland,,20021229.163814,2576
prvdriwa,Providence,RI,USA,,20021229.163814,2577
snfecaej,San Fernando,CA,USA,,20021229.163814,2578
aubervilliers.fr,Aubervilliers,NULL,France,NULL,20021229.163814,2579
canoga-park.ca,Canoga Park,CA,USA,,20021229.163814,2580
us-va,*,VA,USA,,20021229.163814,2581
bhx.gbb.uk,Birmingham,NULL,United Kingdom,,20021229.163814,2582
colora.co,Colorado Springs,CO,USA,,20021229.163814,2583
tukwilase,Tukwila,WA,USA,,20021229.163814,2584
pnsc.at.cox,Pensacola,FL,USA,NULL,20021229.163814,2585
delaware.voicenet,*,DE,USA,,NULL,2586
vegas,Las Vegas,NV,USA,,NULL,2587
lun.se,Lund,,Sweden,,NULL,2588
phila.voicenet,Philadelphia,PA,USA,,NULL,2589
chatsworth,Chatsworth,CA,USA,,NULL,2590
wre,Warren,OH,USA,,NULL,2591
clvhoh,Cleveland Heights,OH,USA,,NULL,2592
dnpt.oc.cox,Dana Point,CA,USA,,NULL,2593
alsv.oc.cox,Aliso Viejo,CA,USA,,NULL,2594
rdc.ok,*,OK,USA,,NULL,2595
nan,Nancy,,France,,NULL,2596
crglhe.fl,Coral Gables,FL,USA,,NULL,2597
sktnhe.ca,Stockton,CA,USA,,NULL,2598
jamison.pa,Jamison City,PA,USA,,NULL,2600
lbbk.dl.cox,Lubbock,TX,USA,,NULL,2601
indy,Indianapolis,IN,USA,,NULL,2602
lnsy.cn,Shenyang,Liaoning,China,,NULL,2603
arl,Arlington,VA,USA,,NULL,2604
uslsan,Los Angeles,CA,USA,,NULL,2605
frsnhe.ca,Fresno,CA,USA,,NULL,2606
state.az,*,AZ,USA,,NULL,2607
fnvyca,Fountain Valley,CA,USA,,NULL,2608
hncs.cn,ChangSha,Hunan,China,,NULL,2609
se-mlmms,Malmo,,Sweden,,NULL,2610
es.geant,*,,Spain,,NULL,2611
london.ro,London,,United Kingdom,,NULL,2612
napsf,San Francisco,CA,USA,,NULL,2613
tnnash,Nashville,TN,USA,,NULL,2614
edtn,Edmonton,AB,Canada,,NULL,2615
hlfx.ca,Halifax,NS,Canada,,NULL,2616
bal.au,Ballarat,VIC,Australia,,NULL,2617
mnm,Mannheim,,Germany,,NULL,2618
ati-ga,Atlanta,GA,USA,,NULL,2621
snjpca,San Jose,CA,USA,BBN munging,NULL,2620
poco.bc,Port Coquitlam,BC,Canada,,NULL,2622
mar.fr,Marseille,,France,,NULL,2623
swcrsk.ca,Swift Current,SK,Canada,,NULL,2624
ucwphilly,Philadelphia,PA,USA,,NULL,2625
sfcca,San Francisco,CA,USA,,NULL,2626
herndon.na,Herndon,VA,USA,,NULL,2627
bix,Biloxi,MS,USA,,NULL,2628
des,Des Moines,IA,USA,,NULL,2629
wataco,Tacoma,WA,USA,,NULL,2630
gdbru,Brussels,,Belgium,,NULL,2631
plsv.oc.cox,Palos Verdes Estates,CA,USA,,NULL,2632
plt.ny,Plattsburgh,NY,USA,,NULL,2633
rsmt.oc.cox,Rosemont,CA,USA,,NULL,2634
edi,Edinburgh,,Scotland,,NULL,2635
ewndsr.nj,East Windsor,NJ,USA,,NULL,2636
panamb.fl,Panama City Beach,FL,USA,,NULL,2637
radnor.pa,Radnor,PA,USA,,NULL,2638
rdngen,Reading,,United Kingdom,,NULL,2639
frr,Frankfurt,,Germany,trapped between Frankfurts,NULL,2640
sandia.nm,Albuquerque,NM,USA,,NULL,2641
kln.de,Klein,,Germany,,NULL,2642
btnr.no.cox,Baton Rouge,LA,USA,,NULL,2643
nwpt.hr.cox,Newport News,VA,USA,,NULL,2644
nwblwinbln.wi,New Berlin,WI,USA,,NULL,2645
snjs,San Jose,CA,USA,,NULL,2646
pop.il,*,IL,USA,,NULL,2647
pos.kc,Kansas City,MO,USA,,NULL,2648
que.ca,Quebec,QU,Canada,,NULL,2649
hazz.cn,ZhengZhou,Henan,China,,NULL,2650
mo.stlouis,St. Louis,MO,USA,,NULL,2651
udel.voicenet,Newark,DE,USA,whois record for udel.edu points here,NULL,2652
livrp.au,Liverpool,,Australia,,NULL,2653
too.au,Toowoomba,,Australia,,NULL,2654
mke,Milwaukee,WI,USA,,NULL,2655
coden,Denver,CO,USA,,NULL,2656
rome.tn,Rome,TN,USA,,NULL,2657
wrc.ma,Worcester,MA,USA,,NULL,2675
hnv,Hannover,,Germany,,NULL,2659
hawaii,*,HI,USA,,NULL,2660
orng.oc.cox,Orange,CA,USA,,NULL,2661
nyc.de,New York,NY,USA,,NULL,2662
whv-ca,Whittier,CA,USA,,NULL,2663
amar,Amarillo,TX,USA,,NULL,2664
lndnuk,London,,United Kingdom,,NULL,2665
gxnn.cn,Nanning,Guangxi,China,,NULL,2668
huberlin.de,Berlin,,Germany,,NULL,2667
fjxm.cn,Fuzhou,Fujian,China,,NULL,2669
uweauclaire.wi,Eau Claire,WI,USA,,NULL,2670
fft.de,Frankfurt,,Germany,,NULL,2671
dcx,Washington,DC,USA,,NULL,2672
cork,Cork,,Ireland,,NULL,2673
prov.ri.cox,Providence,RI,USA,,NULL,2674
nyi-ny,New York,NY,USA,,NULL,2676
anch.ak,Anchorage,AK,USA,,NULL,2677
drryhe.nh,Derry,NH,USA,,NULL,2678
rga,Riga,,Latvia,,NULL,2679
hky.nc,Hickory,NC,USA,,NULL,2680
osakabak.jp,Osaka,,Japan,,NULL,2681
nyc.ch,New York,NY,USA,,NULL,2682
ivylnd.pa,Ivyland,PA,USA,,NULL,2683
rdc.md,*,MD,USA,,NULL,2684
ynkm.cn,Kunming,Yunnan,China,,NULL,2685
slip.mo,*,MO,USA,,NULL,2686
dlls.dl.cox,Dallas,TX,USA,,NULL,2687
frankfurtfix,Frankfurt,,Germany,,NULL,2688
free.au,Freestone,,Australia,,NULL,2689
s.nordu,*,,Sweden,,NULL,2690
cpt,Cape Town,,South Africa,,NULL,2691
vivion.kc,Kansas City,MO,USA,,NULL,2692
potshe.pa,Pottstown,PA,USA,,NULL,2693
lnd.uk,London,,United Kingdom,,NULL,2694
bbylny,Babylon,NY,USA,,NULL,2695
ricelake.wi,Rice Lake,WI,USA,,NULL,2696
lkhn.at.cox,Lakeland Highlands,FL,USA,,NULL,2697
mcc,Sacramento,CA,USA,,NULL,2698
lau.ch,Lausanne,,Switzerland,,NULL,2699
muc,Munich,,Germany,,NULL,2700
nmkt.on,Newmarket,ON,Canada,,NULL,2701
kmlpbc,Kamloops,BC,Canada,,NULL,2702
usdtrt,Detroit,MI,USA,,NULL,2703
lexington.ky,Lexington,KY,USA,,NULL,2704
fr.geant,*,,France,,NULL,2705
edmonton,Edmonton,AB,Canada,,NULL,2706
indianapolis.in,Indianapolis,IN,USA,,NULL,2707
hunt,Huntsville,AL,USA,,NULL,2708
lgw,London,,United Kingdom,,NULL,2709
cambr.ca,Cambridge,ON,Canada,,NULL,2710
nrfk.hr.cox,Norfolk,VA,USA,,NULL,2711
mtcrcl,Circle,MT,USA,,NULL,2712
mtmscy,Miles City,MT,USA,,NULL,2713
neuillysurmarne,Neuilly Sur Marne,,France,,NULL,2714
rjnrbz,Rio De Janeiro,,Brazil,,NULL,2715
jns.fi,Joensuu,NULL,Finland,NULL,NULL,2716
elps,El Paso,TX,USA,,NULL,2717
losang,Los Angeles,CA,USA,,NULL,2718
lvxx.lv.cox,Las Vegas,NV,USA,,NULL,2719
eze,Buenos Aires,,Argentina,,NULL,2720
spt.wi,Stevens Point,WI,USA,,NULL,2721
ffaxvawx,Fairfax,VA,USA,,NULL,2722
prl,Pearl City,HI,USA,based on sprints looking glass,NULL,2723
stcatharines,St.Catharines,ON,Canada,,NULL,2724
boi-id,Boise,ID,USA,,NULL,2725
cpe.ma,Chicopee,MA,USA,,NULL,2726
ftwl.at.cox,Fort Walton Beach,FL,USA,,NULL,2727
srp.kc,Kansas City,MO,USA,,NULL,2728
sna,Santa Ana,CA,USA,,NULL,2729
hbg,Hamburg,,Germany,,NULL,2730
chsl.il,Chicago,IL,USA,RCN munging,NULL,2731
rdc.kc,Kansas City,MO,USA,,NULL,2732
elsegundola,El Segundo,CA,USA,,NULL,2733
bucharest-bb.ro,Bucharest,,Romania,,NULL,2734
mdelkr,Elkridge,MD,USA,,NULL,2735
lndn.ca,London,ON,Canada,,NULL,2736
getepe.tr,Istanbul,,Turkey,getepe is Gayrettepe, ADSL-ALC-Gayrettepe-Dynamic Pool, per Baris (bniron@gmail.com),NULL,2737
wrcma,Worcester,MA,USA,,NULL,2738
kar,Karlsruhe,,Germany,,NULL,2739
zvtm.be,Zaventem,,Belgium,,NULL,2740
rhmd,Richmond,VA,USA,,NULL,2741
mdb,Magdeburg,,Germany,,NULL,2742
elcn.sd.cox,El Cajon,CA,USA,,NULL,2743
timisoara.ro,Timisoara,,Romania,,NULL,2744
mnsnhe.ma,Monson Center,MA,USA,,NULL,2745
vc.ca,Vancouver,BC,Canada,,NULL,2746
princess-anne.va,Princess Anne,VA,USA,,NULL,2747
mn.rocheste,Rochester,MN,USA,,NULL,2748
ok.cox,Oklahoma City,OK,USA,,NULL,2750
southbend.in,South Bend,IN,USA,,NULL,2751
mz.de,Mainz,,Germany,,NULL,2752
hnll,Honolulu,HI,USA,,NULL,2754
iasi.ro,Iasi,,Romania,,NULL,2755
oti-ca,Ontario,CA,USA,,NULL,2756
qcy,Quincy,MA,USA,,NULL,2757
qui-ma,Quincy,MA,USA,,NULL,2758
newjersey.us,*,NJ,USA,,NULL,2759
ontr,Ontario,CA,USA,,NULL,2760
ny.de,New York,NY,USA,,NULL,2761
blf,Bielefeld,,Germany,,NULL,2762
drvlga,Doraville,GA,USA,,NULL,2763
wttw.wi,Watertown,WI,USA,,NULL,2764
ptmo.hr.cox,Portsmouth,VA,USA,,NULL,2765
frbg.de,Freiburg,,Germany,,NULL,2766
ottawa.ca,Ottawa,ON,Canada,,NULL,2767
rnke.hr.cox,Roanoke,VA,USA,,NULL,2768
sydnau,Sydney,,Australia,,NULL,2769
kitchener.ca,Kitchener,ON,Canada,,NULL,2770
tucs.ph.cox,Tucson,AZ,USA,,NULL,2771
stk-3-0-405xt,Stockton,CA,USA,,NULL,2772
casp.wy,Casper,WY,USA,,NULL,2773
uwmilwaukee.wi,Milwaukee,WI,USA,,NULL,2774
irvn.oc.cox,Irvine,CA,USA,,NULL,2775
greenbay,Green Bay,WI,USA,,NULL,2776
hag,The Hague,,Netherlands,,NULL,2777
izm.tr,Izmir,,Turkey,,NULL,2778
miaufl,Miami,FL,USA,,NULL,2788
kiev,Kiev,,Ukraine,,NULL,2780
n67ny,New York,NY,USA,,NULL,2781
cftnnj,Clifton,NJ,USA,,NULL,2782
shlb.mi,Shelby,MI,USA,,NULL,2783
madr.es,Madrid,,Spain,,NULL,2784
waren.mi,Warren,MI,USA,,NULL,2785
gr2ca,Garden Grove,CA,USA,,NULL,2786
bydgoszcz.pl,Bydgoszcz,,Poland,,NULL,2787
blvu.ne.cox,Bellevue,NE,USA,,NULL,2789
hr.cox,Herndon,VA,USA,,NULL,2790
nyda.ny,New York,NY,USA,,NULL,2791
mtp,Montpellier,,France,,NULL,2792
olvemo,Olivette,MO,USA,,NULL,2793
no.cox,New Orleans,LA,USA,,NULL,2794
ste-genev-bois.fr,Ste.Genevieve Des Bois,,France,,NULL,2795
cntnoh,Canton,OH,USA,,NULL,2796
aarhus.dk,Aarhus,,Denmark,,NULL,2797
pwtk.ri.cox,Pawtucket,RI,USA,,NULL,2798
ari-co,Arvada,CO,USA,,NULL,2799
slip.tx,*,TX,USA,,NULL,2800
slip.pa,*,PA,USA,,NULL,2801
rdc.wa,*,WA,USA,,NULL,2802
meta.no.cox,Metairie,LA,USA,,NULL,2803
trentn.nj,Trenton,NJ,USA,,NULL,2804
omhs.ne.cox,Omaha,NE,USA,,NULL,2805
oklahomacity,Oklahoma City,OK,USA,,NULL,2806
rdc.ne,*,NE,USA,,NULL,2807
owml.md,Owings Mills,MD,USA,,NULL,2808
lagny.fr,Lagny,,France,,NULL,2809
sdv-ca,San Diego,CA,USA,,NULL,2810
rdc.nl,*,,Netherlands,,NULL,2811
invehe.mn,Inver Grove Heights,MN,USA,,NULL,2812
state.or,*,OR,USA,,NULL,2813
brbn,Burbank,CA,USA,,NULL,2814
frank.au,Frankston,,Australia,,NULL,2815
rich,Richmond,VA,USA,,NULL,2816
sfinx,Paris,,France,courtesy Patrick,NULL,2817
peruoh,Peru,OH,USA,,NULL,2818
tpcyoh,Tipp City,OH,USA,,NULL,2819
port,Portland,ME,USA,,NULL,2820
wwck.ri.cox,Warwick,RI,USA,,NULL,2821
asbn,Ashburn,VA,USA,,NULL,2822
vist.sd.cox,Vista,CA,USA,,NULL,2823
mil.it,Milan,,Italy,,NULL,2824
fmt,Fremont,CA,USA,,NULL,2825
wmnsca,Westminster,CA,USA,,NULL,2826
macmb.mi,Macomb,MI,USA,,NULL,2827
snvang,Sunnyvale,CA,USA,,NULL,2828
nbg.de,Nuremberg,,Germany,,NULL,2829
fra.ro,Frankfurt,,Germany,,NULL,2830
mil.choiceone,Milwaukee,WI,USA,,NULL,2831
lv.cox,Las Vegas,NV,USA,,NULL,2832
phn-az,Phoenix,AZ,USA,,NULL,2833
ed.ca,Edmonton,AB,Canada,,NULL,2834
lvds.lv.cox,Las Vegas,NV,USA,,NULL,2835
pau.au,Port Augusta,,Australia,,NULL,2836
capal,Palo Alto,CA,USA,,NULL,2837
om.cox,Omaha,NE,USA,,NULL,2838
romn.wv,Romney,WV,USA,,NULL,2839
dl.cox,Dallas,TX,USA,,NULL,2840
bsi-ma,Boston,MA,USA,,NULL,2841
camcolo,Cambridge,MA,USA,,NULL,2842
chicagoequinix,Chicago,IL,USA,,NULL,2843
ona.wi,Onalaska,WI,USA,,NULL,2844
sundsvall,Sundsvall,,Sweden,,NULL,2845
orngca,Orange,CA,USA,,NULL,2846
hmb,Hamburg,,Germany,,NULL,2847
troyoh,Troy,OH,USA,,NULL,2848
sd.cox,San Diego,CA,USA,,NULL,2849
nwmrbc,New Westminster,BC,Canada,courtesy Patricia Rydde,NULL,2850
cardiff,Cardiff,,Wales,,NULL,2851
vernbc,Vernon,BC,Canada,,NULL,2852
state.me,*,ME,USA,,NULL,2853
tco,Tysons Corner,VA,USA,,NULL,2854
uk.geant,*,,United Kingdom,,NULL,2855
pnapnybr,New York,NY,USA,,NULL,2856
lba.gbb.uk,Leeds,,United Kingdom,,NULL,2857
sntb.sd.cox,Santa Barbara,CA,USA,,NULL,2858
rdc.ct,*,CT,USA,,NULL,2859
ahi-ca,Anaheim,CA,USA,,NULL,2860
ivn-ca,Irvine,CA,USA,,NULL,2861
brighton,Brighton,,United Kingdom,,NULL,2862
lsvl,Las Vegas,NV,USA,,NULL,2863
snxa.cn,Xian City,Shanxi,China,,NULL,2864
mrdn.ri.cox,Meriden,CT,USA,,NULL,2865
ph.cox,Phoenix,AZ,USA,,NULL,2866
ash.va,Ashburn,VA,USA,,NULL,2867
galway,Galway,,Ireland,,NULL,2868
gambrl.md,Gambrills,MD,USA,NULL,NULL,2869
clboh,Columbus,OH,USA,,NULL,2870
chnd.ph.cox,Chandler,AZ,USA,,NULL,2871
cl2oh,Cleveland,OH,USA,,NULL,2872
buffalo,Buffalo,NY,USA,,NULL,2873
sanantonio,San Antonio,TX,USA,,NULL,2874
quezon,Quezon City,,Philippines,,NULL,2875
cta,Sao Paulo,,Brazil,courtesy Fabio,NULL,2876
hu.geant,*,,Hungary,,NULL,2877
roose.nl,Roosendaal,,Netherlands,,NULL,2878
sea.wa,Seattle,WA,USA,,NULL,2879
snbrca,San Bernardino,CA,USA,,NULL,2880
mncnh,Manchester,NH,USA,,NULL,2881
vbch.hr.cox,Virginia Beach,VA,USA,,NULL,2882
snbyoh,Sunbury,OH,USA,,NULL,2883
lasg,Los Angeles,CA,USA,,NULL,2884
no-oslms,Oslo,,Norway,,NULL,2885
thpar,Paris,,France,,NULL,2886
singapore,Singapore,,Singapore,,NULL,2887
kpt.tn,Kingsport,TN,USA,,NULL,2888
orange,Orange,CA,USA,,NULL,2889
sccd.cn,Chengdu,Sichuan,China,,NULL,2890
cran.ri.cox,Cranston,RI,USA,,NULL,2891
r-iasi-cr.ro,Iasi,,Romania,,NULL,2892
miafl,Miami,FL,USA,,NULL,2893
lang.la.cox,Los Angeles,CA,USA,,NULL,2894
de.geant,*,,Germany,,NULL,2895
tallahassee,Tallahassee,FL,USA,,NULL,2896
eagahe.mn,Eagan,MN,USA,,NULL,2897
no.nordu,*,,Norway,,NULL,2898
medan.id,Medan,,Indonesia,,NULL,2899
wpgrny,Wappingers Falls,NY,USA,,NULL,2900
kfalls.or,Klamath Falls,OR,USA,,NULL,2903
sgnw.mi,Saginaw,MI,USA,,NULL,2902
was.us,Washington,DC,USA,,NULL,2904
milwwignfl.wi,Milwaukee,WI,USA,,NULL,2905
shb.wi,Sheboygan,WI,USA,,NULL,2906
msp.mn,Minneapolis,MN,USA,,NULL,2907
it.geant,*,,Italy,,NULL,2908
ri.cox,*,RI,USA,,NULL,2909
mskgwimusk.wi,Muskego,WI,USA,,NULL,2910
wsh,Washington,DC,USA,,NULL,2911
unio.pa,Uniontown,PA,USA,,NULL,2912
scgnvl,Greenville,SC,USA,,NULL,2913
at.cox,Atlanta,GA,USA,,NULL,2914
apa,Denver,CO,USA,,NULL,2915
state.sc,*,SC,USA,,NULL,2916
salmor,Salem,OR,USA,,NULL,2917
usbstn,Boston,MA,USA,,NULL,2918
cbg.gbb.uk,Cambridge,,United Kingdom,,NULL,2919
milwwismil.wi,Milwaukee,WI,USA,,NULL,2920
nycpny,New York,NY,USA,,NULL,2921
sjccolo,San Jose,CA,USA,,NULL,2922
bayonne.fr,Bayonne,,France,,NULL,2923
wlg,Wellington,,New Zealand,,NULL,2924
rhmdky,Richmond,KY,USA,,NULL,2925
vannca,Van Nuys,CA,USA,,NULL,2926
cg.ca,Calgary,AB,Canada,,NULL,2927
dbn.za,Durban,,South Africa,,NULL,2928
brnmll.nj,Browns Mills,NJ,USA,,NULL,2929
frmnhe.ma,Framingham,MA,USA,,NULL,2930
toldoh,Toledo,OH,USA,,NULL,2931
vst,Vasteras,,Sweden,,NULL,3002
hypkny,New Hyde Park,NY,USA,no Hyde Park, so using New Hyde Park,NULL,2933
thrr.mi,Three Rivers,MI,USA,,NULL,2934
smtwny,Smithtown,NY,USA,,NULL,2935
bris.tn,Bristol,TN,USA,,NULL,2936
rgv,Rio Grande City,TX,USA,aircode for Rio Grande Valley but no such city listed,NULL,2937
se-obobs,Obbola,,Sweden,,NULL,2938
nsvntn,Nashville,TN,USA,,NULL,2939
thoms.au,Thomastown,,Australia,,NULL,2940
day,Dayton,OH,USA,,NULL,2941
omaha,Omaha,NE,USA,,NULL,2942
mlm,Malmo,,Sweden,,NULL,3001
porch.wa,Port Orchard,WA,USA,,NULL,2944
birmingham.level3,Birmingham,AL,USA,,NULL,2945
rcfril,Rockford,IL,USA,,NULL,2946
wp.ca,Winnipeg,MB,Canada,,NULL,2947
ocala,Ocala,FL,USA,,NULL,2948
fl.ocala,Ocala,FL,USA,,NULL,2949
htsp,Hot Springs,AR,USA,,NULL,2950
sei-wa,Seattle,WA,USA,,NULL,2951
mex,Mexico City,,Mexico,,NULL,2953
gaatln,Atlanta,GA,USA,,NULL,2954
lulea.se,Lulea,,Sweden,,NULL,2999
extrhe.nh,Exeter,NH,USA,,NULL,2956
n.de,Nuremberg,,Germany,,NULL,2957
providence,Providence,RI,USA,,NULL,2958
msq,Manasquan,NJ,USA,,NULL,2959
sxb.alter,Strasbourg,,France,,NULL,2960
stpmn,St. Paul,MN,USA,,NULL,2961
tl.v,Tel Aviv,,Israel,,NULL,2962
vilvoorde.be,Vilvoorde,,Belgium,,NULL,2964
mno,Milan,,Italy,,NULL,2965
mrbohe.ma,Marlborough,MA,USA,,NULL,2966
shrwd.ar,Sherwood,AR,USA,,NULL,2967
kli.gr,Kilkis,,Greece,,NULL,2968
ath.gr,Athens,,Greece,,NULL,2969
prvri,Providence,RI,USA,,NULL,2970
arlngt.va,Arlington,VA,USA,,NULL,2971
sua,Stuart,FL,USA,,NULL,2972
amsix,Amsterdam,,Netherlands,,NULL,3000
msy,New Orleans,LA,USA,,NULL,2974
warsaw,Warsaw,,Poland,,NULL,2998
ftzgga,Fitzgerald,GA,USA,,NULL,2976
dglsga,Douglas,GA,USA,,NULL,2977
emhril,Elmhurst,IL,USA,,NULL,2978
vic.au,Victoria,,Australia,,NULL,2997
smf,Sacramento,CA,USA,,NULL,2980
crrvca,Riverside,CA,USA,,NULL,2984
cranca,Anaheim,CA,USA,,NULL,2983
crdltx,Dallas,TX,USA,,NULL,2985
crhnva,Herndon,VA,USA,,NULL,2986
mrdnct,Meriden,CT,USA,,NULL,2987
crkcmo,Kansas City,MO,USA,,NULL,2988
crdnco,Denver,CO,USA,,NULL,2989
crskut,Salt Lake City,UT,USA,,NULL,2990
crsfca,San Francisco,CA,USA,,NULL,2991
geelong.au,Geelong,,Australia,,NULL,2992
slsp,Siloam Springs,AR,USA,,NULL,2993
mplsmn,Minneapolis,MN,USA,,NULL,2994
tuf,Tours,,France,,NULL,2995
can.au,Canberra,,Australia,,NULL,2996
sundsvall.se,Sundsvall,,Sweden,,NULL,3003
tlv.il,Tel Aviv,,Israel,,NULL,3004
gblond,London,,United Kingdom,,NULL,3005
desttg,Stuttgart,,Germany,,NULL,3006
defrnk,Frankfurt,,Germany,,NULL,3007
stc.mn,St. Cloud,MN,USA,,NULL,3008
mdvlpa,Meadville,PA,USA,,NULL,3009
miamimi,Miami,FL,USA,,NULL,3010
tyrd,Tyler,TX,USA,,NULL,3011
cld-oh,Cleveland,OH,USA,,NULL,3012
lvr-ky,Louisville,KY,USA,,NULL,3013
str.de,Strasburg,,Germany,,NULL,3014
bistrita.ro,Bistrita,,Romania,,NULL,3015
owngsm.md,Owings Mills,MD,USA,,NULL,3016
ume.se,Umea,,Sweden,,NULL,3017
waldlk.mi,Walled Lake,MI,USA,,NULL,3018
stk.alter,Stockholm,,Sweden,,NULL,3019
saintlouis,St. Louis,MO,USA,,NULL,3020
yyz,Toronto,,Canada,,NULL,3021
santaclarasc,Santa Clara,CA,USA,,NULL,3022
alpn.sd.cox,Alpine,CA,USA,,NULL,3023
birmingham.uk,Birmingham,,United Kingdom,,NULL,3024
tys,Knoxville,TN,USA,,NULL,3025
santiago.cl,Santiago,,Chile,,NULL,3026
twcny,Syracuse,NY,USA,,NULL,3027
hfa.il,Haifa,,Israel,,NULL,3028
mcty.no.cox,New Orleans,LA,USA,,NULL,3029
stdenis.fr,Saint Denis,,France,,NULL,3030
vsa.fi,Vaasa,,Finland,,NULL,3031
metz.fr,Metz,,France,,NULL,3032
bosma,Boston,MA,USA,,NULL,3033
pdx,Portland,OR,USA,,NULL,3034
plmmi,Plymouth,MI,USA,,NULL,3035
anr,Antwerp,,Belgium,,NULL,3036
bltnmn.mn,Bloomington,MN,USA,,NULL,3037
slip.ok,*,OK,USA,,NULL,3038
hmb.de,Hamburg,,Germany,,NULL,3039
greenv.sc,Greenville,SC,USA,,NULL,3040
akron,Akron,OH,USA,,NULL,3041
wymohe.ma,Weymouth,MA,USA,,NULL,3042
wmltoh,West Milton,OH,USA,,NULL,3043
hln,Helena,MT,USA,,NULL,3044
usnycm,*,NY,USA,,NULL,3045
nyf-ny,New York,NY,USA,,NULL,3046
hu-bud,Budapest,,Hungary,,NULL,3047
mt.billings,Billings,MT,USA,,NULL,3048
mt.shelby,Shelby,MT,USA,,NULL,3049
tls,Toulouse,,France,,NULL,3050
gvcyoh,Grove City,OH,USA,,NULL,3051
brvwil,Bridgeview,IL,USA,,NULL,3052
wrrn.oh,Warren,OH,USA,,NULL,3053
yntw.oh,Youngstown,OH,USA,,NULL,3054
akrn.oh,Akron,OH,USA,,NULL,3055
told.oh,Toledo,OH,USA,,NULL,3056
helsinki.fi,Helsinki,,Finland,,NULL,3057
madsnh.mi,Madison Heights,MI,USA,,NULL,3058
escn.sd.cox,Escondido,CA,USA,,NULL,3059
stkhse,Stockholm,,Sweden,,NULL,3060
hasthe.mn,Hastings,MN,USA,,NULL,3061
rtd.nl,Rotterdam,,Netherlands,,NULL,3062
