city,state,country,comments,oid,startip,endip,startnum,endnum,whois_record
*,NULL,Switzerland,,100634,212.103.64.0,212.103.95.255,3563536384,3563544575,NULL
*,NULL,Switzerland,,100633,212.101.128.0,212.101.191.255,3563421696,3563438079,NULL
*,NULL,Switzerland,,100632,212.101.0.0,212.101.31.255,3563388928,3563397119,NULL
*,NULL,Switzerland,,100631,212.98.32.0,212.98.63.255,3563200512,3563208703,NULL
*,NULL,Switzerland,,100630,212.94.32.0,212.94.63.255,3562938368,3562946559,NULL
*,NULL,Switzerland,,100629,212.90.192.0,212.90.223.255,3562717184,3562725375,NULL
*,NULL,Switzerland,,100628,212.80.96.0,212.80.127.255,3562037248,3562045439,NULL
*,NULL,Switzerland,,100627,212.74.128.0,212.74.191.255,3561652224,3561668607,NULL
*,NULL,Switzerland,,100626,212.74.32.0,212.74.63.255,3561627648,3561635839,NULL
*,NULL,Switzerland,,100625,212.71.96.0,212.71.127.255,3561447424,3561455615,NULL
*,NULL,Switzerland,,100624,212.60.32.0,212.60.63.255,3560710144,3560718335,NULL
*,NULL,Switzerland,,100623,212.59.128.0,212.59.191.255,3560669184,3560685567,NULL
*,NULL,Switzerland,,100622,212.55.192.0,212.55.223.255,3560423424,3560431615,NULL
*,NULL,Switzerland,,100621,212.54.224.0,212.54.255.255,3560366080,3560374271,NULL
*,NULL,Switzerland,,100620,212.53.96.0,212.53.127.255,3560267776,3560275967,NULL
*,NULL,Switzerland,,100619,212.47.160.0,212.47.191.255,3559890944,3559899135,NULL
*,NULL,Switzerland,,100618,212.45.192.0,212.45.223.255,3559768064,3559776255,NULL
*,NULL,Switzerland,,100617,212.43.128.0,212.43.159.255,3559620608,3559628799,NULL
*,NULL,Switzerland,,100616,212.43.32.0,212.43.63.255,3559596032,3559604223,NULL
*,NULL,Switzerland,,100615,212.42.128.0,212.42.159.255,3559555072,3559563263,NULL
*,NULL,Switzerland,,100614,212.41.64.0,212.41.127.255,3559473152,3559489535,NULL
*,NULL,Switzerland,,100613,212.40.0.0,212.40.31.255,3559391232,3559399423,NULL
*,NULL,Switzerland,,100612,212.35.0.0,212.35.63.255,3559063552,3559079935,NULL
*,NULL,Switzerland,,100611,212.28.128.0,212.28.159.255,3558637568,3558645759,NULL
*,NULL,Switzerland,,100610,212.27.160.0,212.27.191.255,3558580224,3558588415,NULL
*,NULL,Switzerland,,100609,212.25.0.0,212.25.31.255,3558408192,3558416383,NULL
*,NULL,Switzerland,,100608,212.23.224.0,212.23.255.255,3558334464,3558342655,NULL
*,NULL,Switzerland,,100607,212.18.96.0,212.18.127.255,3557974016,3557982207,NULL
*,NULL,Switzerland,,100606,212.4.64.0,212.4.95.255,3557048320,3557056511,NULL
*,NULL,Switzerland,,100605,204.79.229.0,204.79.229.255,3427788032,3427788287,NULL
*,NULL,Switzerland,,100604,204.79.166.0,204.79.167.255,3427771904,3427772415,NULL
*,NULL,Switzerland,,100603,204.79.161.0,204.79.163.255,3427770624,3427771391,NULL
*,NULL,Switzerland,,100602,199.103.111.0,199.103.112.255,3345444608,3345445119,NULL
*,NULL,Switzerland,,100601,199.103.106.0,199.103.106.255,3345443328,3345443583,NULL
*,NULL,Switzerland,,100600,195.246.64.0,195.246.95.255,3287695360,3287703551,NULL
*,NULL,Switzerland,,100599,195.245.237.0,195.245.237.255,3287674112,3287674367,NULL
*,NULL,Switzerland,,100598,195.245.228.0,195.245.228.255,3287671808,3287672063,NULL
*,NULL,Switzerland,,100597,195.242.84.0,195.242.85.255,3287438336,3287438847,NULL
*,NULL,Switzerland,,100596,195.234.224.0,195.234.227.255,3286949888,3286950911,NULL
*,NULL,Switzerland,,100595,195.234.187.0,195.234.187.255,3286940416,3286940671,NULL
*,NULL,Switzerland,,100594,195.234.180.0,195.234.180.255,3286938624,3286938879,NULL
*,NULL,Switzerland,,100593,195.234.176.0,195.234.176.255,3286937600,3286937855,NULL
*,NULL,Switzerland,,100592,195.234.163.0,195.234.163.255,3286934272,3286934527,NULL
*,NULL,Switzerland,,100591,195.234.129.0,195.234.129.255,3286925568,3286925823,NULL
*,NULL,Switzerland,,100590,195.234.64.0,195.234.67.255,3286908928,3286909951,NULL
*,NULL,Switzerland,,100589,195.230.96.0,195.230.127.255,3286654976,3286663167,NULL
*,NULL,Switzerland,,100588,195.226.0.0,195.226.31.255,3286368256,3286376447,NULL
*,NULL,Switzerland,,100587,195.225.116.0,195.225.119.255,3286332416,3286333439,NULL
*,NULL,Switzerland,,100586,195.216.64.0,195.216.95.255,3285729280,3285737471,NULL
*,NULL,Switzerland,,100585,195.210.0.0,195.210.31.255,3285319680,3285327871,NULL
*,NULL,Switzerland,,100584,195.202.192.0,195.202.255.255,3284844544,3284860927,NULL
*,NULL,Switzerland,,100583,195.190.160.0,195.190.191.255,3284049920,3284058111,NULL
*,NULL,Switzerland,,100582,195.190.140.0,195.190.140.255,3284044800,3284045055,NULL
*,NULL,Switzerland,,100581,195.186.0.0,195.186.255.255,3283746816,3283812351,NULL
*,NULL,Switzerland,,100580,195.177.234.0,195.177.235.255,3283216896,3283217407,NULL
*,NULL,Switzerland,,100579,195.176.0.0,195.176.255.255,3283091456,3283156991,NULL
*,NULL,Switzerland,,100578,195.162.128.0,195.162.191.255,3282206720,3282223103,NULL
*,NULL,Switzerland,,100577,195.160.0.0,195.160.159.255,3282042880,3282083839,NULL
*,NULL,Switzerland,,100576,195.149.92.0,195.149.92.255,3281345536,3281345791,NULL
*,NULL,Switzerland,,100575,195.144.160.0,195.144.191.255,3281035264,3281043455,NULL
*,NULL,Switzerland,,100574,195.144.32.0,195.144.63.255,3281002496,3281010687,NULL
*,NULL,Switzerland,,100573,195.141.0.0,195.141.255.255,3280797696,3280863231,NULL
*,NULL,Switzerland,,100572,195.134.128.0,195.134.159.255,3280371712,3280379903,NULL
*,NULL,Switzerland,,100571,195.130.160.0,195.130.191.255,3280117760,3280125951,NULL
*,NULL,Switzerland,,100570,195.112.64.0,195.112.95.255,3278913536,3278921727,NULL
*,NULL,Switzerland,,100569,195.94.32.0,195.94.63.255,3277725696,3277733887,NULL
*,NULL,Switzerland,,100568,195.85.252.0,195.85.252.255,3277192192,3277192447,NULL
*,NULL,Switzerland,,100567,195.70.0.0,195.70.31.255,3276144640,3276152831,NULL
*,NULL,Switzerland,,100566,195.66.128.0,195.66.159.255,3275915264,3275923455,NULL
*,NULL,Switzerland,,100565,195.65.0.0,195.65.255.255,3275816960,3275882495,NULL
*,NULL,Switzerland,,100564,195.50.224.0,195.50.255.255,3274891264,3274899455,NULL
*,NULL,Switzerland,,100563,195.48.0.0,195.49.127.255,3274702848,3274801151,NULL
*,NULL,Switzerland,,100562,195.47.245.0,195.47.245.255,3274700032,3274700287,NULL
*,NULL,Switzerland,,100561,195.47.231.0,195.47.231.255,3274696448,3274696703,NULL
*,NULL,Switzerland,,100560,195.43.56.0,195.43.59.255,3274389504,3274390527,NULL
*,NULL,Switzerland,,100559,195.35.121.0,195.35.121.255,3273881856,3273882111,NULL
*,NULL,Switzerland,,100558,195.35.119.0,195.35.119.255,3273881344,3273881599,NULL
*,NULL,Switzerland,,100557,195.35.112.0,195.35.113.255,3273879552,3273880063,NULL
*,NULL,Switzerland,,100556,195.35.104.0,195.35.104.31,3273877504,3273877535,NULL
*,NULL,Switzerland,,100555,195.35.102.0,195.35.102.255,3273876992,3273877247,NULL
*,NULL,Switzerland,,100554,195.28.224.0,195.28.255.255,3273449472,3273457663,NULL
*,NULL,Switzerland,,100553,195.15.0.0,195.15.255.255,3272540160,3272605695,NULL
*,NULL,Switzerland,,100552,195.13.52.0,195.13.53.255,3272422400,3272422911,NULL
*,NULL,Switzerland,,100551,195.8.113.0,195.8.113.255,3272110336,3272110591,NULL
*,NULL,Switzerland,,100550,195.8.108.0,195.8.108.255,3272109056,3272109311,NULL
*,NULL,Switzerland,,100549,195.2.192.0,195.2.223.255,3271737344,3271745535,NULL
*,NULL,Switzerland,,100548,194.246.118.0,194.246.119.255,3270931968,3270932479,NULL
*,NULL,Switzerland,,100547,194.246.100.0,194.246.100.255,3270927360,3270927615,NULL
*,NULL,Switzerland,,100546,194.246.97.0,194.246.97.255,3270926592,3270926847,NULL
*,NULL,Switzerland,,100545,194.242.63.0,194.242.63.255,3270655744,3270655999,NULL
*,NULL,Switzerland,,100544,194.242.34.0,194.242.34.255,3270648320,3270648575,NULL
*,NULL,Switzerland,,100543,194.230.0.0,194.230.255.255,3269853184,3269918719,NULL
*,NULL,Switzerland,,100542,194.213.0.0,194.213.0.255,3268739072,3268739327,NULL
*,NULL,Switzerland,,100541,194.209.0.0,194.209.255.255,3268476928,3268542463,NULL
*,NULL,Switzerland,,100540,194.204.64.0,194.204.95.255,3268165632,3268173823,NULL
*,NULL,Switzerland,,100539,194.191.0.0,194.191.255.255,3267297280,3267362815,NULL
*,NULL,Switzerland,,100538,194.165.32.0,194.165.63.255,3265601536,3265609727,NULL
*,NULL,Switzerland,,100537,194.158.224.0,194.158.255.255,3265191936,3265200127,NULL
*,NULL,Switzerland,,100536,194.158.0.0,194.158.31.255,3265134592,3265142783,NULL
*,NULL,Switzerland,,100535,194.153.176.0,194.153.183.255,3264851968,3264854015,NULL
*,NULL,Switzerland,,100534,194.153.159.64,194.153.159.127,3264847680,3264847743,NULL
*,NULL,Switzerland,,100533,194.153.158.128,194.153.158.255,3264847488,3264847615,NULL
*,NULL,Switzerland,,100532,194.150.248.0,194.150.249.255,3264673792,3264674303,NULL
*,NULL,Switzerland,,100531,194.150.244.0,194.150.245.255,3264672768,3264673279,NULL
*,NULL,Switzerland,,100530,194.150.198.0,194.150.199.255,3264660992,3264661503,NULL
*,NULL,Switzerland,,100529,194.150.160.0,194.150.161.255,3264651264,3264651775,NULL
*,NULL,Switzerland,,100528,194.147.0.0,194.148.255.255,3264413696,3264544767,NULL
*,NULL,Switzerland,,100527,194.146.212.0,194.146.215.255,3264402432,3264403455,NULL
*,NULL,Switzerland,,100526,194.146.184.0,194.146.187.255,3264395264,3264396287,NULL
*,NULL,Switzerland,,100525,194.146.126.0,194.146.126.255,3264380416,3264380671,NULL
*,NULL,Switzerland,,100524,194.145.157.0,194.145.157.255,3264322816,3264323071,NULL
*,NULL,Switzerland,,100523,194.126.218.0,194.126.218.255,3263093248,3263093503,NULL
*,NULL,Switzerland,,100522,194.126.200.0,194.126.201.255,3263088640,3263089151,NULL
*,NULL,Switzerland,,100521,194.125.250.0,194.125.251.255,3263035904,3263036415,NULL
*,NULL,Switzerland,,100520,194.124.0.0,194.124.255.255,3262906368,3262971903,NULL
*,NULL,Switzerland,,100519,194.116.210.0,194.116.211.255,3262435840,3262436351,NULL
*,NULL,Switzerland,,100518,194.116.196.0,194.116.197.255,3262432256,3262432767,NULL
*,NULL,Switzerland,,100517,194.116.180.0,194.116.181.255,3262428160,3262428671,NULL
*,NULL,Switzerland,,100516,194.88.9.0,194.88.9.255,3260549376,3260549631,NULL
*,NULL,Switzerland,,100515,194.88.7.0,194.88.7.255,3260548864,3260549119,NULL
*,NULL,Switzerland,,100514,194.69.196.0,194.69.197.255,3259352064,3259352575,NULL
*,NULL,Switzerland,,100513,194.69.2.0,194.69.5.255,3259302400,3259303423,NULL
*,NULL,Switzerland,,100512,194.63.148.0,194.63.151.255,3258946560,3258947583,NULL
*,NULL,Switzerland,,100511,194.56.0.0,194.56.255.255,3258449920,3258515455,NULL
*,NULL,Switzerland,,100510,194.42.55.32,194.42.55.127,3257546528,3257546623,NULL
*,NULL,Switzerland,,100509,194.42.48.0,194.42.48.255,3257544704,3257544959,NULL
*,NULL,Switzerland,,100508,194.40.0.0,194.40.255.255,3257401344,3257466879,NULL
*,NULL,Switzerland,,100507,194.38.160.0,194.38.255.255,3257311232,3257335807,NULL
*,NULL,Switzerland,,100506,194.38.64.0,194.38.95.255,3257286656,3257294847,NULL
*,NULL,Switzerland,,100505,194.29.56.0,194.29.59.255,3256694784,3256695807,NULL
*,NULL,Switzerland,,100504,194.29.0.0,194.29.31.255,3256680448,3256688639,NULL
*,NULL,Switzerland,,100503,194.11.0.0,194.11.255.255,3255500800,3255566335,NULL
*,NULL,Switzerland,,100502,194.9.120.0,194.9.123.255,3255400448,3255401471,NULL
*,NULL,Switzerland,,100501,194.8.59.0,194.8.59.255,3255319296,3255319551,NULL
*,NULL,Switzerland,,100500,194.6.160.0,194.6.191.255,3255214080,3255222271,NULL
*,NULL,Switzerland,,100499,193.246.0.0,193.247.255.255,3254124544,3254255615,NULL
*,NULL,Switzerland,,100498,193.242.105.0,193.242.105.255,3253889280,3253889535,NULL
*,NULL,Switzerland,,100497,193.238.140.0,193.238.143.255,3253636096,3253637119,NULL
*,NULL,Switzerland,,100496,193.222.0.0,193.223.255.255,3252551680,3252682751,NULL
*,NULL,Switzerland,,100495,193.218.100.0,193.218.104.255,3252315136,3252316415,NULL
*,NULL,Switzerland,,100494,193.203.30.0,193.203.31.255,3251314176,3251314687,NULL
*,NULL,Switzerland,,100493,193.201.158.0,193.201.158.127,3251215872,3251215999,NULL
*,NULL,Switzerland,,100492,193.201.122.0,193.201.123.255,3251206656,3251207167,NULL
*,NULL,Switzerland,,100491,193.201.84.0,193.201.87.255,3251196928,3251197951,NULL
*,NULL,Switzerland,,100490,193.201.33.0,193.201.33.255,3251183872,3251184127,NULL
*,NULL,Switzerland,,100489,193.193.128.0,193.193.159.255,3250683904,3250692095,NULL
*,NULL,Switzerland,,100488,193.192.224.0,193.192.255.255,3250642944,3250651135,NULL
*,NULL,Switzerland,,100487,193.192.16.0,193.192.31.255,3250589696,3250593791,NULL
*,NULL,Switzerland,,100486,193.189.192.0,193.189.223.255,3250438144,3250446335,NULL
*,NULL,Switzerland,,100485,193.188.208.0,193.188.247.255,3250376704,3250386943,NULL
*,NULL,Switzerland,,100484,193.178.156.0,193.178.157.255,3249708032,3249708543,NULL
*,NULL,Switzerland,,100483,193.178.132.0,193.178.132.255,3249701888,3249702143,NULL
*,NULL,Switzerland,,100482,193.178.43.0,193.178.43.255,3249679104,3249679359,NULL
*,NULL,Switzerland,,100481,193.148.48.0,193.148.55.255,3247714304,3247716351,NULL
*,NULL,Switzerland,,100480,193.138.212.0,193.138.215.255,3247100928,3247101951,NULL
*,NULL,Switzerland,,100479,193.138.83.0,193.138.83.255,3247067904,3247068159,NULL
*,NULL,Switzerland,,100478,193.138.73.0,193.138.73.255,3247065344,3247065599,NULL
*,NULL,Switzerland,,100477,193.138.69.0,193.138.69.255,3247064320,3247064575,NULL
*,NULL,Switzerland,,100476,193.138.29.0,193.138.29.255,3247054080,3247054335,NULL
*,NULL,Switzerland,,100475,193.134.0.0,193.135.255.255,3246784512,3246915583,NULL
*,NULL,Switzerland,,100474,193.111.202.0,193.111.203.255,3245328896,3245329407,NULL
*,NULL,Switzerland,,100473,193.110.138.0,193.110.138.255,3245246976,3245247231,NULL
*,NULL,Switzerland,,100472,193.110.95.0,193.110.95.255,3245235968,3245236223,NULL
*,NULL,Switzerland,,100471,193.109.216.0,193.109.216.255,3245201408,3245201663,NULL
*,NULL,Switzerland,,100470,193.109.95.0,193.109.95.255,3245170432,3245170687,NULL
*,NULL,Switzerland,,100469,193.109.52.0,193.109.53.255,3245159424,3245159935,NULL
*,NULL,Switzerland,,100468,193.109.48.0,193.109.49.255,3245158400,3245158911,NULL
*,NULL,Switzerland,,100467,193.108.232.0,193.108.233.255,3245139968,3245140479,NULL
*,NULL,Switzerland,,100466,193.108.187.0,193.108.187.255,3245128448,3245128703,NULL
*,NULL,Switzerland,,100465,193.108.26.0,193.108.26.255,3245087232,3245087487,NULL
*,NULL,Switzerland,,100464,193.72.0.0,193.73.255.255,3242721280,3242852351,NULL
*,NULL,Switzerland,,100463,193.58.216.0,193.58.223.255,3241859072,3241861119,NULL
*,NULL,Switzerland,,100462,193.58.209.0,193.58.209.255,3241857280,3241857535,NULL
*,NULL,Switzerland,,100461,193.53.0.0,193.53.0.255,3241476096,3241476351,NULL
*,NULL,Switzerland,,100460,193.47.0.0,193.47.255.255,3241082880,3241148415,NULL
*,NULL,Switzerland,,100459,193.43.183.0,193.43.183.255,3240867584,3240867839,NULL
*,NULL,Switzerland,,100458,193.43.93.0,193.43.93.255,3240844544,3240844799,NULL
*,NULL,Switzerland,,100457,193.43.27.0,193.43.27.255,3240827648,3240827903,NULL
*,NULL,Switzerland,,100456,193.41.148.0,193.41.149.255,3240727552,3240728063,NULL
*,NULL,Switzerland,,100455,193.41.136.0,193.41.139.255,3240724480,3240725503,NULL
*,NULL,Switzerland,,100454,193.41.90.0,193.41.90.255,3240712704,3240712959,NULL
*,NULL,Switzerland,,100453,193.30.167.0,193.30.167.255,3240011520,3240011775,NULL
*,NULL,Switzerland,,100452,193.28.188.0,193.28.188.255,3239885824,3239886079,NULL
*,NULL,Switzerland,,100451,193.28.185.0,193.28.185.255,3239885056,3239885311,NULL
*,NULL,Switzerland,,100450,193.28.181.0,193.28.181.255,3239884032,3239884287,NULL
*,NULL,Switzerland,,100449,193.28.178.0,193.28.178.255,3239883264,3239883519,NULL
*,NULL,Switzerland,,100448,193.27.218.0,193.27.219.255,3239827968,3239828479,NULL
*,NULL,Switzerland,,100447,193.27.43.0,193.27.43.255,3239783168,3239783423,NULL
*,NULL,Switzerland,,100446,193.26.217.0,193.26.217.255,3239762176,3239762431,NULL
*,NULL,Switzerland,,100445,193.26.130.0,193.26.130.255,3239739904,3239740159,NULL
*,NULL,Switzerland,,100444,193.25.102.0,193.25.103.255,3239667200,3239667711,NULL
*,NULL,Switzerland,,100443,193.24.192.0,193.24.195.255,3239624704,3239625727,NULL
*,NULL,Switzerland,,100442,193.22.171.0,193.22.171.255,3239488256,3239488511,NULL
*,NULL,Switzerland,,100441,193.22.142.0,193.22.142.255,3239480832,3239481087,NULL
*,NULL,Switzerland,,100440,193.17.199.0,193.17.201.255,3239167744,3239168511,NULL
*,NULL,Switzerland,,100439,193.17.194.0,193.17.194.255,3239166464,3239166719,NULL
*,NULL,Switzerland,,100438,193.17.85.0,193.17.85.255,3239138560,3239138815,NULL
*,NULL,Switzerland,,100437,193.17.64.0,193.17.64.255,3239133184,3239133439,NULL
*,NULL,Switzerland,,100436,193.16.220.0,193.16.220.255,3239107584,3239107839,NULL
*,NULL,Switzerland,,100435,193.16.217.0,193.16.217.255,3239106816,3239107071,NULL
*,NULL,Switzerland,,100434,193.16.211.0,193.16.211.255,3239105280,3239105535,NULL
*,NULL,Switzerland,,100433,193.16.44.0,193.16.44.255,3239062528,3239062783,NULL
*,NULL,Switzerland,,100432,193.16.0.0,193.16.0.255,3239051264,3239051519,NULL
*,NULL,Switzerland,,100431,193.9.122.0,193.9.122.255,3238623744,3238623999,NULL
*,NULL,Switzerland,,100430,193.8.0.0,193.8.255.255,3238526976,3238592511,NULL
*,NULL,Switzerland,,100429,193.5.0.0,193.5.255.255,3238330368,3238395903,NULL
*,NULL,Switzerland,,100428,193.0.246.0,193.0.246.255,3238065664,3238065919,NULL
*,NULL,Switzerland,,100427,193.0.237.0,193.0.237.255,3238063360,3238063615,NULL
*,NULL,Switzerland,,100426,193.0.224.0,193.0.224.255,3238060032,3238060287,NULL
*,NULL,Switzerland,,100425,193.0.32.0,193.0.55.255,3238010880,3238017023,NULL
*,NULL,Switzerland,,100424,192.72.132.0,192.72.132.255,3225977856,3225978111,NULL
*,NULL,Switzerland,,100423,192.37.0.0,192.37.255.255,3223650304,3223715839,NULL
*,NULL,Switzerland,,100422,170.236.0.0,170.237.255.255,2867593216,2867724287,NULL
*,NULL,Switzerland,,100421,170.60.0.0,170.60.255.255,2856058880,2856124415,NULL
*,NULL,Switzerland,,100420,162.86.0.0,162.86.255.255,2723545088,2723610623,NULL
*,NULL,Switzerland,,100419,159.103.0.0,159.103.255.255,2674327552,2674393087,NULL
*,NULL,Switzerland,,100418,158.232.0.0,158.232.255.255,2666004480,2666070015,NULL
*,NULL,Switzerland,,100417,147.167.0.0,147.167.255.255,2477195264,2477260799,NULL
*,NULL,Switzerland,,100416,141.98.0.0,141.98.255.255,2372009984,2372075519,NULL
*,NULL,Switzerland,,100415,86.116.0.0,86.117.255.255,1450442752,1450573823,NULL
*,NULL,Switzerland,,100414,85.218.0.0,85.218.127.255,1440350208,1440382975,NULL
*,NULL,Switzerland,,100413,85.195.192.0,85.195.255.255,1438892032,1438908415,NULL
*,NULL,Switzerland,,100412,85.158.232.0,85.158.247.255,1436477440,1436481535,NULL
*,NULL,Switzerland,,100411,85.158.24.0,85.158.31.255,1436424192,1436426239,NULL
*,NULL,Switzerland,,100410,85.90.0.0,85.90.31.255,1431961600,1431969791,NULL
*,NULL,Switzerland,,100409,85.0.0.0,85.7.255.255,1426063360,1426587647,NULL
*,NULL,Switzerland,,100408,84.246.232.0,84.246.239.255,1425467392,1425469439,NULL
*,NULL,Switzerland,,100407,84.241.64.0,84.241.127.255,1425096704,1425113087,NULL
*,NULL,Switzerland,,100406,84.226.0.0,84.227.255.255,1424097280,1424228351,NULL
*,NULL,Switzerland,,100405,84.72.0.0,84.75.255.255,1414004736,1414266879,NULL
*,NULL,Switzerland,,100404,84.55.192.0,84.55.255.255,1412939776,1412956159,NULL
*,NULL,Switzerland,,100403,84.20.32.0,84.20.63.255,1410605056,1410613247,NULL
*,NULL,Switzerland,,100402,84.16.64.0,84.16.95.255,1410351104,1410359295,NULL
*,NULL,Switzerland,,100401,83.228.128.0,83.228.255.255,1407483904,1407516671,NULL
*,NULL,Switzerland,,100400,83.222.128.0,83.222.159.255,1407090688,1407098879,NULL
*,NULL,Switzerland,,100399,83.219.96.0,83.219.127.255,1406885888,1406894079,NULL
*,NULL,Switzerland,,100398,83.173.192.0,83.173.255.255,1403895808,1403912191,NULL
*,NULL,Switzerland,,100397,83.172.192.0,83.172.255.255,1403830272,1403846655,NULL
*,NULL,Switzerland,,100396,83.150.0.0,83.150.63.255,1402339328,1402355711,NULL
*,NULL,Switzerland,,100395,83.144.192.0,83.144.255.255,1401995264,1402011647,NULL
*,NULL,Switzerland,,100394,83.142.88.0,83.142.95.255,1401837568,1401839615,NULL
*,NULL,Switzerland,,100393,83.137.112.0,83.137.119.255,1401516032,1401518079,NULL
*,NULL,Switzerland,,100392,83.137.72.0,83.137.87.255,1401505792,1401509887,NULL
*,NULL,Switzerland,,100391,83.97.120.0,83.97.127.255,1398896640,1398898687,NULL
*,NULL,Switzerland,,100390,83.97.80.0,83.97.87.255,1398886400,1398888447,NULL
*,NULL,Switzerland,,100389,83.76.0.0,83.79.255.255,1397489664,1397751807,NULL
*,NULL,Switzerland,,100388,83.68.192.0,83.68.223.255,1397014528,1397022719,NULL
*,NULL,Switzerland,,100387,82.220.0.0,82.220.255.255,1390149632,1390215167,NULL
*,NULL,Switzerland,,100386,82.197.160.0,82.197.191.255,1388683264,1388691455,NULL
*,NULL,Switzerland,,100385,82.195.224.0,82.195.255.255,1388568576,1388576767,NULL
*,NULL,Switzerland,,100384,82.192.224.0,82.192.255.255,1388371968,1388380159,NULL
*,NULL,Switzerland,,100383,82.146.192.0,82.146.223.255,1385349120,1385357311,NULL
*,NULL,Switzerland,,100382,82.136.64.0,82.136.127.255,1384660992,1384677375,NULL
*,NULL,Switzerland,,100381,82.130.64.0,82.130.127.255,1384267776,1384284159,NULL
*,NULL,Switzerland,,100380,81.221.0.0,81.221.255.255,1373437952,1373503487,NULL
*,NULL,Switzerland,,100379,81.201.192.0,81.201.207.255,1372176384,1372180479,NULL
*,NULL,Switzerland,,100378,81.94.96.0,81.94.111.255,1365139456,1365143551,NULL
*,NULL,Switzerland,,100377,81.92.96.0,81.92.111.255,1365008384,1365012479,NULL
*,NULL,Switzerland,,100376,81.62.0.0,81.63.255.255,1363017728,1363148799,NULL
*,NULL,Switzerland,,100375,81.23.64.0,81.23.79.255,1360478208,1360482303,NULL
*,NULL,Switzerland,,100374,81.13.128.0,81.13.255.255,1359839232,1359871999,NULL
*,NULL,Switzerland,,100373,81.7.224.0,81.7.255.255,1359470592,1359478783,NULL
*,NULL,Switzerland,,100372,81.6.0.0,81.6.63.255,1359347712,1359364095,NULL
*,NULL,Switzerland,,100371,80.255.96.0,80.255.111.255,1358913536,1358917631,NULL
*,NULL,Switzerland,,100370,80.254.160.0,80.254.191.255,1358864384,1358872575,NULL
*,NULL,Switzerland,,100369,80.254.64.0,80.254.79.255,1358839808,1358843903,NULL
*,NULL,Switzerland,,100368,80.242.192.0,80.242.207.255,1358086144,1358090239,NULL
*,NULL,Switzerland,,100367,80.241.96.0,80.241.111.255,1357996032,1358000127,NULL
*,NULL,Switzerland,,100366,80.240.128.0,80.240.143.255,1357938688,1357942783,NULL
*,NULL,Switzerland,,100365,80.238.0.0,80.238.255.255,1357774848,1357840383,NULL
*,NULL,Switzerland,,100364,80.218.0.0,80.219.255.255,1356464128,1356595199,NULL
*,NULL,Switzerland,,100363,80.88.64.0,80.88.79.255,1347960832,1347964927,NULL
*,NULL,Switzerland,,100362,80.86.192.0,80.86.207.255,1347862528,1347866623,NULL
*,NULL,Switzerland,,100361,80.83.32.0,80.83.63.255,1347624960,1347633151,NULL
*,NULL,Switzerland,,100360,80.82.64.0,80.82.79.255,1347567616,1347571711,NULL
*,NULL,Switzerland,,100359,80.80.224.0,80.80.239.255,1347477504,1347481599,NULL
*,NULL,Switzerland,,100358,80.76.0.0,80.76.15.255,1347158016,1347162111,NULL
*,NULL,Switzerland,,100357,80.75.192.0,80.75.207.255,1347141632,1347145727,NULL
*,NULL,Switzerland,,100356,80.75.112.0,80.75.127.255,1347121152,1347125247,NULL
*,NULL,Switzerland,,100355,80.74.128.0,80.74.159.255,1347059712,1347067903,NULL
*,NULL,Switzerland,,100354,80.67.144.0,80.67.159.255,1346605056,1346609151,NULL
*,NULL,Switzerland,,100353,66.97.96.0,66.97.111.255,1113677824,1113681919,NULL
*,NULL,Switzerland,,100352,62.240.192.0,62.240.223.255,1055965184,1055973375,NULL
*,NULL,Switzerland,,100351,62.220.128.0,62.220.159.255,1054638080,1054646271,NULL
*,NULL,Switzerland,,100350,62.204.96.0,62.204.127.255,1053581312,1053589503,NULL
*,NULL,Switzerland,,100349,62.202.0.0,62.203.255.255,1053425664,1053556735,NULL
*,NULL,Switzerland,,100348,62.167.0.0,62.167.255.255,1051131904,1051197439,NULL
*,NULL,Switzerland,,100347,62.121.192.0,62.121.255.255,1048166400,1048182783,NULL
*,NULL,Switzerland,,100346,62.113.192.0,62.113.255.255,1047642112,1047658495,NULL
*,NULL,Switzerland,,100345,62.108.128.0,62.108.159.255,1047298048,1047306239,NULL
*,NULL,Switzerland,,100344,62.65.128.0,62.65.159.255,1044480000,1044488191,NULL
*,NULL,Switzerland,,100343,62.50.64.0,62.50.95.255,1043480576,1043488767,NULL
*,NULL,Switzerland,,100342,62.48.96.0,62.48.127.255,1043357696,1043365887,NULL
*,NULL,Switzerland,,100341,62.48.0.0,62.48.31.255,1043333120,1043341311,NULL
*,NULL,Switzerland,,100340,62.32.0.0,62.32.31.255,1042284544,1042292735,NULL
*,NULL,Switzerland,,100339,62.12.128.0,62.12.255.255,1041006592,1041039359,NULL
*,NULL,Switzerland,,100338,62.2.0.0,62.2.255.255,1040318464,1040383999,NULL
*,NULL,Sweden,,100337,217.208.0.0,217.215.255.255,3654287360,3654811647,NULL
*,NULL,Sweden,,100336,217.198.144.0,217.198.159.255,3653668864,3653672959,NULL
*,NULL,Sweden,,100335,217.197.48.0,217.197.63.255,3653578752,3653582847,NULL
*,NULL,Sweden,,100334,217.175.112.0,217.175.127.255,3652153344,3652157439,NULL
*,NULL,Sweden,,100333,217.174.64.0,217.174.95.255,3652075520,3652083711,NULL
*,NULL,Sweden,,100332,217.151.192.0,217.151.207.255,3650600960,3650605055,NULL
